Date_parsed,State,Year,Month,Data Value,State Name
2015-05-01,IN,2015,May,1203.0,Indiana
2015-11-01,IN,2015,November,1218.0,Indiana
2015-10-01,IN,2015,October,1205.0,Indiana
2015-09-01,IN,2015,September,1210.0,Indiana
2016-04-01,IN,2016,April,1285.0,Indiana
2016-08-01,IN,2016,August,1421.0,Indiana
2016-12-01,IN,2016,December,1506.0,Indiana
2016-02-01,IN,2016,February,1259.0,Indiana
2016-01-01,IN,2016,January,1228.0,Indiana
2016-07-01,IN,2016,July,1383.0,Indiana
2016-06-01,IN,2016,June,1354.0,Indiana
2016-03-01,IN,2016,March,1264.0,Indiana
2016-05-01,IN,2016,May,1321.0,Indiana
2016-11-01,IN,2016,November,1469.0,Indiana
2016-10-01,IN,2016,October,1441.0,Indiana
2016-09-01,IN,2016,September,1434.0,Indiana
2017-04-01,IN,2017,April,1700.0,Indiana
2017-08-01,IN,2017,August,1762.0,Indiana
2017-12-01,IN,2017,December,1835.0,Indiana
2017-02-01,IN,2017,February,1629.0,Indiana
2017-01-01,IN,2017,January,1576.0,Indiana
2017-07-01,IN,2017,July,1777.0,Indiana
2017-06-01,IN,2017,June,1720.0,Indiana
2017-03-01,IN,2017,March,1664.0,Indiana
2017-05-01,IN,2017,May,1721.0,Indiana
2017-11-01,IN,2017,November,1861.0,Indiana
2017-10-01,IN,2017,October,1842.0,Indiana
2017-09-01,IN,2017,September,1802.0,Indiana
2018-04-01,IN,2018,April,1716.0,Indiana
2018-08-01,IN,2018,August,1680.0,Indiana
2018-12-01,IN,2018,December,1612.0,Indiana
2018-02-01,IN,2018,February,1757.0,Indiana
2018-01-01,IN,2018,January,1808.0,Indiana
2018-07-01,IN,2018,July,1679.0,Indiana
2018-06-01,IN,2018,June,1696.0,Indiana
2018-03-01,IN,2018,March,1736.0,Indiana
2018-05-01,IN,2018,May,1699.0,Indiana
2018-11-01,IN,2018,November,1605.0,Indiana
2018-10-01,IN,2018,October,1639.0,Indiana
2018-09-01,IN,2018,September,1649.0,Indiana
2019-04-01,IN,2019,April,1598.0,Indiana
2019-08-01,IN,2019,August,1628.0,Indiana
2019-12-01,IN,2019,December,1704.0,Indiana
2019-02-01,IN,2019,February,1592.0,Indiana
2019-01-01,IN,2019,January,1591.0,Indiana
2019-07-01,IN,2019,July,1623.0,Indiana
2019-06-01,IN,2019,June,1610.0,Indiana
2019-03-01,IN,2019,March,1610.0,Indiana
2019-05-01,IN,2019,May,1612.0,Indiana
2019-11-01,IN,2019,November,1680.0,Indiana
2019-10-01,IN,2019,October,1661.0,Indiana
2019-09-01,IN,2019,September,1637.0,Indiana
2020-04-01,IN,2020,April,1878.0,Indiana
2020-08-01,IN,2020,August,2124.0,Indiana
2020-12-01,IN,2020,December,2267.0,Indiana
2020-02-01,IN,2020,February,1790.0,Indiana
2020-01-01,IN,2020,January,1752.0,Indiana
2020-07-01,IN,2020,July,2091.0,Indiana
2020-06-01,IN,2020,June,2043.0,Indiana
2020-03-01,IN,2020,March,1798.0,Indiana
2020-05-01,IN,2020,May,1986.0,Indiana
2020-11-01,IN,2020,November,2215.0,Indiana
2020-10-01,IN,2020,October,2186.0,Indiana
2020-09-01,IN,2020,September,2160.0,Indiana
2021-02-01,IN,2021,February,2353.0,Indiana
2021-01-01,IN,2021,January,2333.0,Indiana
2021-03-01,IN,2021,March,2428.0,Indiana
2015-04-01,KS,2015,April,332.0,Kansas
2015-08-01,KS,2015,August,337.0,Kansas
2015-12-01,KS,2015,December,323.0,Kansas
2015-02-01,KS,2015,February,308.0,Kansas
2015-01-01,KS,2015,January,312.0,Kansas
2015-07-01,KS,2015,July,328.0,Kansas
2015-06-01,KS,2015,June,330.0,Kansas
2015-03-01,KS,2015,March,323.0,Kansas
2015-05-01,KS,2015,May,337.0,Kansas
2015-11-01,KS,2015,November,328.0,Kansas
2015-10-01,KS,2015,October,334.0,Kansas
2015-09-01,KS,2015,September,334.0,Kansas
2016-04-01,KS,2016,April,312.0,Kansas
2016-08-01,KS,2016,August,320.0,Kansas
2016-12-01,KS,2016,December,313.0,Kansas
2016-02-01,KS,2016,February,317.0,Kansas
2016-01-01,KS,2016,January,313.0,Kansas
2016-07-01,KS,2016,July,320.0,Kansas
2016-06-01,KS,2016,June,319.0,Kansas
2016-03-01,KS,2016,March,313.0,Kansas
2016-05-01,KS,2016,May,305.0,Kansas
2016-11-01,KS,2016,November,315.0,Kansas
2016-10-01,KS,2016,October,312.0,Kansas
2016-09-01,KS,2016,September,315.0,Kansas
2017-04-01,KS,2017,April,317.0,Kansas
2017-08-01,KS,2017,August,297.0,Kansas
2017-12-01,KS,2017,December,323.0,Kansas
2017-02-01,KS,2017,February,324.0,Kansas
2017-01-01,KS,2017,January,327.0,Kansas
2017-07-01,KS,2017,July,310.0,Kansas
2017-06-01,KS,2017,June,301.0,Kansas
2017-03-01,KS,2017,March,323.0,Kansas
2017-05-01,KS,2017,May,317.0,Kansas
2017-11-01,KS,2017,November,313.0,Kansas
2017-10-01,KS,2017,October,316.0,Kansas
2017-09-01,KS,2017,September,303.0,Kansas
2018-04-01,KS,2018,April,322.0,Kansas
2018-08-01,KS,2018,August,354.0,Kansas
2018-12-01,KS,2018,December,341.0,Kansas
2018-02-01,KS,2018,February,317.0,Kansas
2018-01-01,KS,2018,January,319.0,Kansas
2018-07-01,KS,2018,July,344.0,Kansas
2018-06-01,KS,2018,June,347.0,Kansas
2018-03-01,KS,2018,March,318.0,Kansas
2018-05-01,KS,2018,May,332.0,Kansas
2018-11-01,KS,2018,November,350.0,Kansas
2018-10-01,KS,2018,October,347.0,Kansas
2018-09-01,KS,2018,September,354.0,Kansas
2019-04-01,KS,2019,April,368.0,Kansas
2019-08-01,KS,2019,August,372.0,Kansas
2019-12-01,KS,2019,December,380.0,Kansas
2019-02-01,KS,2019,February,361.0,Kansas
2019-01-01,KS,2019,January,348.0,Kansas
2019-07-01,KS,2019,July,376.0,Kansas
2019-06-01,KS,2019,June,374.0,Kansas
2019-03-01,KS,2019,March,363.0,Kansas
2019-05-01,KS,2019,May,371.0,Kansas
2019-11-01,KS,2019,November,378.0,Kansas
2019-10-01,KS,2019,October,366.0,Kansas
2019-09-01,KS,2019,September,376.0,Kansas
2020-04-01,KS,2020,April,383.0,Kansas
2020-08-01,KS,2020,August,427.0,Kansas
2020-12-01,KS,2020,December,473.0,Kansas
2020-02-01,KS,2020,February,383.0,Kansas
2020-01-01,KS,2020,January,387.0,Kansas
2020-07-01,KS,2020,July,412.0,Kansas
2020-06-01,KS,2020,June,396.0,Kansas
2020-03-01,KS,2020,March,387.0,Kansas
2020-05-01,KS,2020,May,391.0,Kansas
2020-11-01,KS,2020,November,445.0,Kansas
2020-10-01,KS,2020,October,449.0,Kansas
2020-09-01,KS,2020,September,429.0,Kansas
2021-02-01,KS,2021,February,488.0,Kansas
2021-01-01,KS,2021,January,475.0,Kansas
2021-03-01,KS,2021,March,520.0,Kansas
2015-04-01,KY,2015,April,1172.0,Kentucky
2015-08-01,KY,2015,August,1208.0,Kentucky
2015-12-01,KY,2015,December,1248.0,Kentucky
2015-02-01,KY,2015,February,1121.0,Kentucky
2015-01-01,KY,2015,January,1101.0,Kentucky
2015-07-01,KY,2015,July,1211.0,Kentucky
2015-06-01,KY,2015,June,1198.0,Kentucky
2015-03-01,KY,2015,March,1152.0,Kentucky
2015-05-01,KY,2015,May,1185.0,Kentucky
2015-11-01,KY,2015,November,1240.0,Kentucky
2015-10-01,KY,2015,October,1217.0,Kentucky
2015-09-01,KY,2015,September,1233.0,Kentucky
2016-04-01,KY,2016,April,1291.0,Kentucky
2016-08-01,KY,2016,August,1404.0,Kentucky
2016-12-01,KY,2016,December,1437.0,Kentucky
2016-02-01,KY,2016,February,1228.0,Kentucky
2016-01-01,KY,2016,January,1253.0,Kentucky
2016-07-01,KY,2016,July,1376.0,Kentucky
2016-06-01,KY,2016,June,1371.0,Kentucky
2016-03-01,KY,2016,March,1253.0,Kentucky
2016-05-01,KY,2016,May,1320.0,Kentucky
2016-11-01,KY,2016,November,1395.0,Kentucky
2016-10-01,KY,2016,October,1416.0,Kentucky
2016-09-01,KY,2016,September,1411.0,Kentucky
2017-04-01,KY,2017,April,1580.0,Kentucky
2017-08-01,KY,2017,August,1575.0,Kentucky
2017-12-01,KY,2017,December,1566.0,Kentucky
2017-02-01,KY,2017,February,1545.0,Kentucky
2017-01-01,KY,2017,January,1480.0,Kentucky
2017-07-01,KY,2017,July,1568.0,Kentucky
2017-06-01,KY,2017,June,1564.0,Kentucky
2017-03-01,KY,2017,March,1552.0,Kentucky
2017-05-01,KY,2017,May,1583.0,Kentucky
2017-11-01,KY,2017,November,1594.0,Kentucky
2017-10-01,KY,2017,October,1564.0,Kentucky
2017-09-01,KY,2017,September,1566.0,Kentucky
2018-04-01,KY,2018,April,1418.0,Kentucky
2018-08-01,KY,2018,August,1372.0,Kentucky
2018-12-01,KY,2018,December,1336.0,Kentucky
2018-02-01,KY,2018,February,1490.0,Kentucky
2018-01-01,KY,2018,January,1529.0,Kentucky
2018-07-01,KY,2018,July,1380.0,Kentucky
2018-06-01,KY,2018,June,1379.0,Kentucky
2018-03-01,KY,2018,March,1450.0,Kentucky
2018-05-01,KY,2018,May,1381.0,Kentucky
2018-11-01,KY,2018,November,1369.0,Kentucky
2018-10-01,KY,2018,October,1383.0,Kentucky
2018-09-01,KY,2018,September,1381.0,Kentucky
2019-04-01,KY,2019,April,1330.0,Kentucky
2019-08-01,KY,2019,August,1307.0,Kentucky
2019-12-01,KY,2019,December,1369.0,Kentucky
2019-02-01,KY,2019,February,1320.0,Kentucky
2019-01-01,KY,2019,January,1339.0,Kentucky
2019-07-01,KY,2019,July,1341.0,Kentucky
2019-06-01,KY,2019,June,1339.0,Kentucky
2019-03-01,KY,2019,March,1332.0,Kentucky
2019-05-01,KY,2019,May,1346.0,Kentucky
2019-11-01,KY,2019,November,1320.0,Kentucky
2019-10-01,KY,2019,October,1310.0,Kentucky
2019-09-01,KY,2019,September,1300.0,Kentucky
2020-04-01,KY,2020,April,1501.0,Kentucky
2020-08-01,KY,2020,August,1876.0,Kentucky
2020-12-01,KY,2020,December,2104.0,Kentucky
2020-02-01,KY,2020,February,1418.0,Kentucky
2020-01-01,KY,2020,January,1374.0,Kentucky
2020-07-01,KY,2020,July,1789.0,Kentucky
2020-06-01,KY,2020,June,1706.0,Kentucky
2020-03-01,KY,2020,March,1447.0,Kentucky
2020-05-01,KY,2020,May,1647.0,Kentucky
2020-11-01,KY,2020,November,2044.0,Kentucky
2020-10-01,KY,2020,October,1993.0,Kentucky
2020-09-01,KY,2020,September,1943.0,Kentucky
2021-02-01,KY,2021,February,2218.0,Kentucky
2021-01-01,KY,2021,January,2188.0,Kentucky
2021-03-01,KY,2021,March,2269.0,Kentucky
2015-04-01,LA,2015,April,796.0,Louisiana
2015-08-01,LA,2015,August,823.0,Louisiana
2015-12-01,LA,2015,December,875.0,Louisiana
2015-02-01,LA,2015,February,785.0,Louisiana
2015-01-01,LA,2015,January,782.0,Louisiana
2015-07-01,LA,2015,July,825.0,Louisiana
2015-06-01,LA,2015,June,802.0,Louisiana
2015-03-01,LA,2015,March,784.0,Louisiana
2015-05-01,LA,2015,May,803.0,Louisiana
2015-11-01,LA,2015,November,853.0,Louisiana
2015-10-01,LA,2015,October,834.0,Louisiana
2015-09-01,LA,2015,September,838.0,Louisiana
2016-04-01,LA,2016,April,893.0,Louisiana
2016-08-01,LA,2016,August,979.0,Louisiana
2016-12-01,LA,2016,December,1004.0,Louisiana
2016-02-01,LA,2016,February,901.0,Louisiana
2016-01-01,LA,2016,January,890.0,Louisiana
2016-07-01,LA,2016,July,962.0,Louisiana
2016-06-01,LA,2016,June,941.0,Louisiana
2016-03-01,LA,2016,March,894.0,Louisiana
2016-05-01,LA,2016,May,899.0,Louisiana
2016-11-01,LA,2016,November,1012.0,Louisiana
2016-10-01,LA,2016,October,1021.0,Louisiana
2016-09-01,LA,2016,September,997.0,Louisiana
2017-04-01,LA,2017,April,1036.0,Louisiana
2017-08-01,LA,2017,August,1020.0,Louisiana
2017-12-01,LA,2017,December,1102.0,Louisiana
2017-02-01,LA,2017,February,1010.0,Louisiana
2017-01-01,LA,2017,January,1015.0,Louisiana
2017-07-01,LA,2017,July,1007.0,Louisiana
2017-06-01,LA,2017,June,1016.0,Louisiana
2017-03-01,LA,2017,March,1020.0,Louisiana
2017-05-01,LA,2017,May,1030.0,Louisiana
2017-11-01,LA,2017,November,1059.0,Louisiana
2017-10-01,LA,2017,October,1015.0,Louisiana
2017-09-01,LA,2017,September,1014.0,Louisiana
2018-04-01,LA,2018,April,1174.0,Louisiana
2018-08-01,LA,2018,August,1202.0,Louisiana
2018-12-01,LA,2018,December,1167.0,Louisiana
2018-02-01,LA,2018,February,1136.0,Louisiana
2018-01-01,LA,2018,January,1113.0,Louisiana
2018-07-01,LA,2018,July,1210.0,Louisiana
2018-06-01,LA,2018,June,1212.0,Louisiana
2018-03-01,LA,2018,March,1167.0,Louisiana
2018-05-01,LA,2018,May,1203.0,Louisiana
2018-11-01,LA,2018,November,1193.0,Louisiana
2018-10-01,LA,2018,October,1212.0,Louisiana
2018-09-01,LA,2018,September,1210.0,Louisiana
2019-04-01,LA,2019,April,1125.0,Louisiana
2019-08-01,LA,2019,August,1161.0,Louisiana
2019-12-01,LA,2019,December,1304.0,Louisiana
2019-02-01,LA,2019,February,1156.0,Louisiana
2019-01-01,LA,2019,January,1162.0,Louisiana
2019-07-01,LA,2019,July,1122.0,Louisiana
2019-06-01,LA,2019,June,1115.0,Louisiana
2019-03-01,LA,2019,March,1128.0,Louisiana
2019-05-01,LA,2019,May,1126.0,Louisiana
2019-11-01,LA,2019,November,1278.0,Louisiana
2019-10-01,LA,2019,October,1244.0,Louisiana
2019-09-01,LA,2019,September,1185.0,Louisiana
2020-04-01,LA,2020,April,1463.0,Louisiana
2020-08-01,LA,2020,August,1772.0,Louisiana
2020-12-01,LA,2020,December,1929.0,Louisiana
2020-02-01,LA,2020,February,1341.0,Louisiana
2020-01-01,LA,2020,January,1330.0,Louisiana
2020-07-01,LA,2020,July,1722.0,Louisiana
2020-06-01,LA,2020,June,1641.0,Louisiana
2020-03-01,LA,2020,March,1388.0,Louisiana
2020-05-01,LA,2020,May,1562.0,Louisiana
2020-11-01,LA,2020,November,1850.0,Louisiana
2020-10-01,LA,2020,October,1830.0,Louisiana
2020-09-01,LA,2020,September,1823.0,Louisiana
2021-02-01,LA,2021,February,2096.0,Louisiana
2021-01-01,LA,2021,January,2022.0,Louisiana
2021-03-01,LA,2021,March,2168.0,Louisiana
2015-04-01,MA,2015,April,1376.0,Massachusetts
2015-08-01,MA,2015,August,1494.0,Massachusetts
2015-12-01,MA,2015,December,1723.0,Massachusetts
2015-02-01,MA,2015,February,1288.0,Massachusetts
2015-01-01,MA,2015,January,1296.0,Massachusetts
2015-07-01,MA,2015,July,1453.0,Massachusetts
2015-06-01,MA,2015,June,1408.0,Massachusetts
2015-03-01,MA,2015,March,1331.0,Massachusetts
2015-05-01,MA,2015,May,1395.0,Massachusetts
2015-11-01,MA,2015,November,1702.0,Massachusetts
2015-10-01,MA,2015,October,1623.0,Massachusetts
2015-09-01,MA,2015,September,1549.0,Massachusetts
2016-04-01,MA,2016,April,1889.0,Massachusetts
2016-08-01,MA,2016,August,2089.0,Massachusetts
2016-12-01,MA,2016,December,2198.0,Massachusetts
2016-02-01,MA,2016,February,1788.0,Massachusetts
2016-01-01,MA,2016,January,1738.0,Massachusetts
2016-07-01,MA,2016,July,2073.0,Massachusetts
2016-06-01,MA,2016,June,2001.0,Massachusetts
2016-03-01,MA,2016,March,1812.0,Massachusetts
2016-05-01,MA,2016,May,1932.0,Massachusetts
2016-11-01,MA,2016,November,2157.0,Massachusetts
2016-10-01,MA,2016,October,2143.0,Massachusetts
2016-09-01,MA,2016,September,2131.0,Massachusetts
2017-04-01,MA,2017,April,2168.0,Massachusetts
2017-08-01,MA,2017,August,2104.0,Massachusetts
2017-12-01,MA,2017,December,2138.0,Massachusetts
2017-02-01,MA,2017,February,2206.0,Massachusetts
2017-01-01,MA,2017,January,2224.0,Massachusetts
2017-07-01,MA,2017,July,2078.0,Massachusetts
2017-06-01,MA,2017,June,2105.0,Massachusetts
2017-03-01,MA,2017,March,2203.0,Massachusetts
2017-05-01,MA,2017,May,2143.0,Massachusetts
2017-11-01,MA,2017,November,2102.0,Massachusetts
2017-10-01,MA,2017,October,2093.0,Massachusetts
2017-09-01,MA,2017,September,2106.0,Massachusetts
2018-04-01,MA,2018,April,2166.0,Massachusetts
2018-08-01,MA,2018,August,2308.0,Massachusetts
2018-12-01,MA,2018,December,2238.0,Massachusetts
2018-02-01,MA,2018,February,2167.0,Massachusetts
2018-01-01,MA,2018,January,2160.0,Massachusetts
2018-07-01,MA,2018,July,2321.0,Massachusetts
2018-06-01,MA,2018,June,2289.0,Massachusetts
2018-03-01,MA,2018,March,2161.0,Massachusetts
2018-05-01,MA,2018,May,2227.0,Massachusetts
2018-11-01,MA,2018,November,2245.0,Massachusetts
2018-10-01,MA,2018,October,2254.0,Massachusetts
2018-09-01,MA,2018,September,2272.0,Massachusetts
2019-04-01,MA,2019,April,2217.0,Massachusetts
2019-08-01,MA,2019,August,2150.0,Massachusetts
2019-12-01,MA,2019,December,2215.0,Massachusetts
2019-02-01,MA,2019,February,2198.0,Massachusetts
2019-01-01,MA,2019,January,2212.0,Massachusetts
2019-07-01,MA,2019,July,2153.0,Massachusetts
2019-06-01,MA,2019,June,2170.0,Massachusetts
2019-03-01,MA,2019,March,2220.0,Massachusetts
2019-05-01,MA,2019,May,2190.0,Massachusetts
2019-11-01,MA,2019,November,2211.0,Massachusetts
2019-10-01,MA,2019,October,2191.0,Massachusetts
2019-09-01,MA,2019,September,2153.0,Massachusetts
2020-04-01,MA,2020,April,2244.0,Massachusetts
2020-08-01,MA,2020,August,2310.0,Massachusetts
2020-12-01,MA,2020,December,2296.0,Massachusetts
2020-02-01,MA,2020,February,2221.0,Massachusetts
2020-01-01,MA,2020,January,2197.0,Massachusetts
2020-07-01,MA,2020,July,2321.0,Massachusetts
2020-06-01,MA,2020,June,2298.0,Massachusetts
2020-03-01,MA,2020,March,2214.0,Massachusetts
2020-05-01,MA,2020,May,2284.0,Massachusetts
2020-11-01,MA,2020,November,2298.0,Massachusetts
2020-10-01,MA,2020,October,2308.0,Massachusetts
2020-09-01,MA,2020,September,2314.0,Massachusetts
2021-02-01,MA,2021,February,2333.0,Massachusetts
2021-01-01,MA,2021,January,2330.0,Massachusetts
2021-03-01,MA,2021,March,2377.0,Massachusetts
2015-04-01,MD,2015,April,1125.0,Maryland
2015-08-01,MD,2015,August,1169.0,Maryland
2015-12-01,MD,2015,December,1320.0,Maryland
2015-02-01,MD,2015,February,1115.0,Maryland
2015-01-01,MD,2015,January,1078.0,Maryland
2015-07-01,MD,2015,July,1146.0,Maryland
2015-06-01,MD,2015,June,1137.0,Maryland
2015-03-01,MD,2015,March,1129.0,Maryland
2015-05-01,MD,2015,May,1137.0,Maryland
2015-11-01,MD,2015,November,1282.0,Maryland
2015-10-01,MD,2015,October,1251.0,Maryland
2015-09-01,MD,2015,September,1212.0,Maryland
2016-04-01,MD,2016,April,1479.0,Maryland
2016-08-01,MD,2016,August,1848.0,Maryland
2016-12-01,MD,2016,December,2074.0,Maryland
2016-02-01,MD,2016,February,1336.0,Maryland
2016-01-01,MD,2016,January,1303.0,Maryland
2016-07-01,MD,2016,July,1758.0,Maryland
2016-06-01,MD,2016,June,1683.0,Maryland
2016-03-01,MD,2016,March,1381.0,Maryland
2016-05-01,MD,2016,May,1580.0,Maryland
2016-11-01,MD,2016,November,1997.0,Maryland
2016-10-01,MD,2016,October,1945.0,Maryland
2016-09-01,MD,2016,September,1907.0,Maryland
2017-04-01,MD,2017,April,2265.0,Maryland
2017-08-01,MD,2017,August,2250.0,Maryland
2017-12-01,MD,2017,December,2284.0,Maryland
2017-02-01,MD,2017,February,2188.0,Maryland
2017-01-01,MD,2017,January,2174.0,Maryland
2017-07-01,MD,2017,July,2259.0,Maryland
2017-06-01,MD,2017,June,2273.0,Maryland
2017-03-01,MD,2017,March,2230.0,Maryland
2017-05-01,MD,2017,May,2267.0,Maryland
2017-11-01,MD,2017,November,2285.0,Maryland
2017-10-01,MD,2017,October,2277.0,Maryland
2017-09-01,MD,2017,September,2262.0,Maryland
2018-04-01,MD,2018,April,2410.0,Maryland
2018-08-01,MD,2018,August,2428.0,Maryland
2018-12-01,MD,2018,December,2393.0,Maryland
2018-02-01,MD,2018,February,2359.0,Maryland
2018-01-01,MD,2018,January,2289.0,Maryland
2018-07-01,MD,2018,July,2432.0,Maryland
2018-06-01,MD,2018,June,2438.0,Maryland
2018-03-01,MD,2018,March,2397.0,Maryland
2018-05-01,MD,2018,May,2425.0,Maryland
2018-11-01,MD,2018,November,2412.0,Maryland
2018-10-01,MD,2018,October,2413.0,Maryland
2018-09-01,MD,2018,September,2420.0,Maryland
2019-04-01,MD,2019,April,2324.0,Maryland
2019-08-01,MD,2019,August,2328.0,Maryland
2019-12-01,MD,2019,December,2360.0,Maryland
2019-02-01,MD,2019,February,2353.0,Maryland
2019-01-01,MD,2019,January,2392.0,Maryland
2019-07-01,MD,2019,July,2284.0,Maryland
2019-06-01,MD,2019,June,2261.0,Maryland
2019-03-01,MD,2019,March,2341.0,Maryland
2019-05-01,MD,2019,May,2289.0,Maryland
2019-11-01,MD,2019,November,2374.0,Maryland
2019-10-01,MD,2019,October,2355.0,Maryland
2019-09-01,MD,2019,September,2341.0,Maryland
2020-04-01,MD,2020,April,2373.0,Maryland
2020-08-01,MD,2020,August,2556.0,Maryland
2020-12-01,MD,2020,December,2761.0,Maryland
2020-02-01,MD,2020,February,2360.0,Maryland
2020-01-01,MD,2020,January,2334.0,Maryland
2020-07-01,MD,2020,July,2526.0,Maryland
2020-06-01,MD,2020,June,2491.0,Maryland
2020-03-01,MD,2020,March,2381.0,Maryland
2020-05-01,MD,2020,May,2450.0,Maryland
2020-11-01,MD,2020,November,2725.0,Maryland
2020-10-01,MD,2020,October,2698.0,Maryland
2020-09-01,MD,2020,September,2612.0,Maryland
2021-02-01,MD,2021,February,2828.0,Maryland
2021-01-01,MD,2021,January,2832.0,Maryland
2021-03-01,MD,2021,March,2826.0,Maryland
2015-04-01,ME,2015,April,243.0,Maine
2015-08-01,ME,2015,August,245.0,Maine
2015-12-01,ME,2015,December,267.0,Maine
2015-02-01,ME,2015,February,218.0,Maine
2015-01-01,ME,2015,January,213.0,Maine
2015-07-01,ME,2015,July,253.0,Maine
2015-06-01,ME,2015,June,238.0,Maine
2015-03-01,ME,2015,March,230.0,Maine
2015-05-01,ME,2015,May,239.0,Maine
2015-11-01,ME,2015,November,271.0,Maine
2015-10-01,ME,2015,October,265.0,Maine
2015-09-01,ME,2015,September,258.0,Maine
2016-04-01,ME,2016,April,290.0,Maine
2016-08-01,ME,2016,August,345.0,Maine
2016-12-01,ME,2016,December,357.0,Maine
2016-02-01,ME,2016,February,271.0,Maine
2016-01-01,ME,2016,January,270.0,Maine
2016-07-01,ME,2016,July,334.0,Maine
2016-06-01,ME,2016,June,327.0,Maine
2016-03-01,ME,2016,March,279.0,Maine
2016-05-01,ME,2016,May,303.0,Maine
2016-11-01,ME,2016,November,341.0,Maine
2016-10-01,ME,2016,October,337.0,Maine
2016-09-01,ME,2016,September,342.0,Maine
2017-04-01,ME,2017,April,375.0,Maine
2017-08-01,ME,2017,August,362.0,Maine
2017-12-01,ME,2017,December,409.0,Maine
2017-02-01,ME,2017,February,366.0,Maine
2017-01-01,ME,2017,January,368.0,Maine
2017-07-01,ME,2017,July,355.0,Maine
2017-06-01,ME,2017,June,356.0,Maine
2017-03-01,ME,2017,March,368.0,Maine
2017-05-01,ME,2017,May,369.0,Maine
2017-11-01,ME,2017,November,396.0,Maine
2017-10-01,ME,2017,October,394.0,Maine
2017-09-01,ME,2017,September,376.0,Maine
2018-04-01,ME,2018,April,404.0,Maine
2018-08-01,ME,2018,August,402.0,Maine
2018-12-01,ME,2018,December,338.0,Maine
2018-02-01,ME,2018,February,411.0,Maine
2018-01-01,ME,2018,January,408.0,Maine
2018-07-01,ME,2018,July,404.0,Maine
2018-06-01,ME,2018,June,404.0,Maine
2018-03-01,ME,2018,March,410.0,Maine
2018-05-01,ME,2018,May,402.0,Maine
2018-11-01,ME,2018,November,367.0,Maine
2018-10-01,ME,2018,October,370.0,Maine
2018-09-01,ME,2018,September,385.0,Maine
2019-04-01,ME,2019,April,310.0,Maine
2019-08-01,ME,2019,August,330.0,Maine
2019-12-01,ME,2019,December,362.0,Maine
2019-02-01,ME,2019,February,330.0,Maine
2019-01-01,ME,2019,January,324.0,Maine
2019-07-01,ME,2019,July,322.0,Maine
2019-06-01,ME,2019,June,328.0,Maine
2019-03-01,ME,2019,March,318.0,Maine
2019-05-01,ME,2019,May,319.0,Maine
2019-11-01,ME,2019,November,356.0,Maine
2019-10-01,ME,2019,October,358.0,Maine
2019-09-01,ME,2019,September,334.0,Maine
2020-04-01,ME,2020,April,425.0,Maine
2020-08-01,ME,2020,August,454.0,Maine
2020-12-01,ME,2020,December,490.0,Maine
2020-02-01,ME,2020,February,401.0,Maine
2020-01-01,ME,2020,January,390.0,Maine
2020-07-01,ME,2020,July,456.0,Maine
2020-06-01,ME,2020,June,444.0,Maine
2020-03-01,ME,2020,March,420.0,Maine
2020-05-01,ME,2020,May,437.0,Maine
2020-11-01,ME,2020,November,467.0,Maine
2020-10-01,ME,2020,October,449.0,Maine
2020-09-01,ME,2020,September,462.0,Maine
2021-02-01,ME,2021,February,503.0,Maine
2021-01-01,ME,2021,January,502.0,Maine
2021-03-01,ME,2021,March,518.0,Maine
2015-04-01,MI,2015,April,1941.0,Michigan
2015-08-01,MI,2015,August,2009.0,Michigan
2015-12-01,MI,2015,December,1973.0,Michigan
2015-02-01,MI,2015,February,1822.0,Michigan
2015-01-01,MI,2015,January,1796.0,Michigan
2015-07-01,MI,2015,July,2017.0,Michigan
2015-06-01,MI,2015,June,2012.0,Michigan
2015-03-01,MI,2015,March,1861.0,Michigan
2015-05-01,MI,2015,May,1986.0,Michigan
2015-11-01,MI,2015,November,1997.0,Michigan
2015-10-01,MI,2015,October,1997.0,Michigan
2015-09-01,MI,2015,September,2006.0,Michigan
2016-04-01,MI,2016,April,1927.0,Michigan
2016-08-01,MI,2016,August,1977.0,Michigan
2016-12-01,MI,2016,December,2342.0,Michigan
2016-02-01,MI,2016,February,1963.0,Michigan
2016-01-01,MI,2016,January,1944.0,Michigan
2016-07-01,MI,2016,July,1950.0,Michigan
2016-06-01,MI,2016,June,1926.0,Michigan
2016-03-01,MI,2016,March,1975.0,Michigan
2016-05-01,MI,2016,May,1927.0,Michigan
2016-11-01,MI,2016,November,2193.0,Michigan
2016-10-01,MI,2016,October,2108.0,Michigan
2016-09-01,MI,2016,September,2013.0,Michigan
2017-04-01,MI,2017,April,2511.0,Michigan
2017-08-01,MI,2017,August,2696.0,Michigan
2017-12-01,MI,2017,December,2665.0,Michigan
2017-02-01,MI,2017,February,2469.0,Michigan
2017-01-01,MI,2017,January,2435.0,Michigan
2017-07-01,MI,2017,July,2630.0,Michigan
2017-06-01,MI,2017,June,2591.0,Michigan
2017-03-01,MI,2017,March,2491.0,Michigan
2017-05-01,MI,2017,May,2547.0,Michigan
2017-11-01,MI,2017,November,2708.0,Michigan
2017-10-01,MI,2017,October,2707.0,Michigan
2017-09-01,MI,2017,September,2725.0,Michigan
2018-04-01,MI,2018,April,2707.0,Michigan
2018-08-01,MI,2018,August,2701.0,Michigan
2018-12-01,MI,2018,December,2575.0,Michigan
